"ITEM_SEQ","ITEM_NAME","ENTP_SEQ","ENTP_NAME","CHARTN","ITEM_IMAGE","PRINT_FRONT","PRINT_BACK","DRUG_SHAPE","COLOR_CLASS1","COLOR_CLASS2","LINE_FRONT","LINE_BACK","LENG_LONG","LENG_SHORT","THICK","IMG_REGIST_TS","CLASS_NO","ETC_OTC_CODE","ITEM_PERMIT_DATE","SHAPE_CODE","MARK_CODE_FRONT_ANAL","MARK_CODE_BACK_ANAL","MARK_CODE_FRONT_IMG","MARK_CODE_BACK_IMG","ITEM_ENG_NAME","EDI_CODE"
"202201426","테라립틴듀오서방정20/1000밀리그램","19670002","(주)팜젠사이언스","분홍색의 달걀형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OCxjzi8sF2","210","PGS","타원형","분홍","","","","20.6","10.8","8.8","2022-09-02","03960","전문의약품","2022-04-04","010502","","","","","TERALIPTIN DUO SR Tab. 20/1000mg","670105290"
"202201947","포리버연질캡슐350밀리그램(밀크시슬열매건조엑스)","19590006","오스틴제약(주)","황갈색의 유상 내용물을 함유한 녹색의 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OCxjzi8sGA","포리버","","타원형","초록","","","","21.0","8.5","8.5","2022-09-01","03910","일반의약품","2022-05-11","020201","","","","","",""
"202200437","마그온플러스연질캡슐","19540008","(주)대웅제약","회백색의 유상물질이 들어있는 적갈색의 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-vZRnypj_","마그온PLUS","","타원형","갈색","","","","24.6","9.5","9.5","2022-03-29","03160","일반의약품","2022-01-27","020202","","","","","Magon Plus Soft Capsule",""
"202200267","서큐실산정500밀리그램(도베실산칼슘수화물)","19760002","경동제약(주)","흰색의 장방형 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-M7iZWRPj","C분할선Q","500","타원형","하양","","-","","18.7","9.1","5.4","2022-03-25","02190","전문의약품","2022-01-11","010101","","","","","Circusilrate Tab. 500mg","648104750"
"202202455","듀카브플러스정60/5/25밀리그램","19880005","(주)보령","흰색의 장방형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7K2fSf8Mj","652","","타원형","하양","","","","13.1","6.1","4.3","2022-06-29","02140","전문의약품","2022-06-10","010201","","","","","Dukarb Plus Tab. 60/5/25mg","641907950"
"202200407","타이레놀8시간이알서방정(아세트아미노펜)","20160540","한국존슨앤드존슨판매(유)","흰색의 장방형 서방성 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OKRXo9l4DN","TYLENOLER","","타원형","하양","","","","19.2","7.8","6.2","2022-06-02","01140","일반의약품","2022-01-25","010502","","","","","Tylenol 8H Extended Release Tablet","646902600"
"202201553","벤포마그빅액티브에스연질캡슐","20130095","메딕스제약(주)","황색의 유상물질(기름상태물질)이 들어있는 적갈색의 장방형 연질캡슐제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU04L","벤포마그S","","타원형","갈색","","","","24.8","8.3","8.3","2022-06-02","03190","일반의약품","2022-04-14","020201","","","","","Benfo-mag big active S Soft Cap.",""
"202200648","듀오레플러스정","19960030","(주)넥스팜코리아","노란색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU04v","NKO","","원형","노랑","","","","10.2","","4.5","2022-06-02","02370","일반의약품","2022-02-09","010201","","","","","Duoleplus Tab.",""
"202200589","듀오레정","19960030","(주)넥스팜코리아","노란색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU05B","NK","","원형","노랑","","","","10.1","10.1","4.4","2022-06-02","02370","일반의약품","2022-02-08","010201","","","","","Duole Tab.",""
"202203419","레피졸정2밀리그램(아리피프라졸)","19690005","명인제약(주)","초록색의 장방형 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OD_if8mnKw","A-2","M분할선I","타원형","연두","","","-","8.2","4.6","2.4","2022-09-21","01170","전문의약품","2022-08-29","010101","","","","","Repizole Tab. 2mg","651905230"
"202203420","레피졸정1밀리그램(아리피프라졸)","19690005","명인제약(주)","진한 분홍색의 원형 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OD_if8mnLC","A","1","원형","분홍","","","","4.8","4.8","2.2","2022-09-21","01170","전문의약품","2022-08-29","010101","","","","","Repizole Tab. 1mg","651905220"
"202200176","에이디메드정5밀리그램(메만틴염산염)","19720014","고려제약(주)","흰색의 원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nxz1Ssaok0","KDC","AD5","원형","하양","","","","6.6","6.6","3.6","2022-02-10","01190","전문의약품","2022-01-11","010201","","","","","ADMed tab. 5mg","642803410"
"202202181","네비로스타정2.5/20밀리그램","20100745","에리슨제약(주)","연한 노란색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7K2fSf8Qf","EL","1분할선3","원형","노랑","","","-","9.4","9.4","5.5","2022-06-30","","전문의약품","2022-05-23","010201","","","","","Nebirosta Tab. 2.5/20mg","620500390"
"202201078","마르나에프정(방풍통성산건조엑스(4.6→1))","19610006","대화제약(주)","주황색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7K2fSf8PF","M/F","","원형","분홍","","","","11.9","11.9","6.5","2022-07-01","02190","일반의약품","2022-03-16","010201","","","","","Marnaef Tab.",""
"202200436","파워골드연질캡슐","19840009","(주)알피바이오","황색의 내용물을 함유한 암갈색의 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7K2fSf8TT","파워골드","","타원형","갈색","","","","24.0","8.3","8.3","2022-07-01","47210","일반의약품","2022-01-27","020202","","","","","Power Gold Multi Vitamin Soft Cap.",""
"202200793","디큐펜맥스연질캡슐","19840009","(주)알피바이오","황색의 내용물을 함유한 주황색의 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7oG5g7jl4","DQP-M","","타원형","빨강","","","","20.1","8.2","8.2","2022-07-05","01140","일반의약품","2022-02-21","020202","","","","","D-Q-pain max Soft Cap.",""
"202202489","세뉴벨라정(세벨라머탄산염)","19550003","(주)유유제약","흰색 또는 회백색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OCxjzi8sIQ","SNVL","","타원형","하양","","","","20.3","10.3","8.0","2022-07-07","02190","전문의약품","2022-06-14","010201","","","","","Senuvela Tab(Sevelamer carbonate)","644503360"
"202201777","제일은교산캡슐","20163416","제일헬스사이언스(주)","갈색의 분말이 충전된 상부 갈색, 하부 흰색의 경질캡슐제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O87NhauBzP","JES","","장방형","빨강","하양","","","21.1","7.1","7.5","2022-07-15","01140","일반의약품","2022-05-02","020101","","","","",".",""
